,text,place,uri,collector,area,lat,lon,llama-8b
101353,"Μ' δε φ' νή, μ' δέ ακρόασις",Σκύρος,http://hdl.handle.net/20.500.11853/195079,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Not to hear, not to listen. (Not to pay attention, not to"
101999,Τάκανε στα βρατσά του!,Σκύρος,http://hdl.handle.net/20.500.11853/195349,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,He's biting off more than he can chew!<|eot_id|>
101812,"Ράβε, ξύλωνε, δ' λειά να μή σ' λείπει",Σκύρος,http://hdl.handle.net/20.500.11853/195595,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Carve wood, but don't be left with nothing to carve. (Translation"
100840,Βάλ' το Μάρτη αργάτη τσ' ας έναι τσ' ακαμάτης,Σκύρος,http://hdl.handle.net/20.500.11853/237583,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Put it on the 25th of March late so that it will be the
101158,"Η γιωμορφιά στον άθρωπο μεγάλη παρουσία, ωσάν το πολυέλαιο μέσα στην εκκλησία",Σκύρος,http://hdl.handle.net/20.500.11853/214474,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Beauty is a great presence in man, like the olive oil inside the church."
101886,"Σκότωνε τρελλούς, πλιέρωνε τζερεμέδες",Σκύρος,http://hdl.handle.net/20.500.11853/237842,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"He kills madmen, he frightens off beggars. (Translation of the"
100794,Από σ'γανέ ποταμό να φοβάσαι!,Σκύρος,http://hdl.handle.net/20.500.11853/247693,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Don't be afraid of a small stream. (lit. From a small river
100791,Από Μαρτιού καλοτσαιρζού τσ' απ' Ά' οστε χ' μούνα,Σκύρος,http://hdl.handle.net/20.500.11853/237590,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"From March, good weather; from Ash Wednesday, less moon. (lit."
101428,"Μη μελετάς το κακό, τσείνο έρχεται μοναχό του!",Σκύρος,http://hdl.handle.net/20.500.11853/237313,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Don't think of evil, the evil will come to you alone. (Greek"
101899,Στα νιάτα σου αν οκνεύεις γέρος θα κακοπορεύεις,Σκύρος,http://hdl.handle.net/20.500.11853/237850,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"In your youth, if you are lazy, you will suffer in old age."
101255,"Κάτσε καλά κατούρζησε, τσ' α δε θωρζείς, θωρούνε σε",Σκύρος,http://hdl.handle.net/20.500.11853/214318,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Stay well, and they will think you're ill. (Greek Proverb)"
101807,"Πρόκοψ' η καματερή, το Σαββάτο το βράδυ",Σκύρος,http://hdl.handle.net/20.500.11853/247713,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"When you stop working, it's Saturday night. (lit. When you stop"
101381,Μάζευε τσ' ας έν' τσ' αράγες,Σκύρος,http://hdl.handle.net/20.500.11853/237556,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Gather them together, and take them, and go your way, and tell"
101713,"Πάου τσαι 'γω, μάννα μ', με τα κάτεργα",Σκύρος,http://hdl.handle.net/20.500.11853/214315,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"When I am dead, I'll be a man, with the hands<|"
101717,Πάρε πήττα από καλάθι!,Σκύρος,http://hdl.handle.net/20.500.11853/247661,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Take a chicken from the basket!<|eot_id|>
101122,"Είναι δα, μεγάλης όρνιθας αυγό!",Σκύρος,http://hdl.handle.net/20.500.11853/195741,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,It's a big bird's egg! (It's a big deal!) <
100745,Αλλού φωτίζει τσ' αλλού σκοτίζει!,Σκύρος,http://hdl.handle.net/20.500.11853/195121,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Where it lights up, it darkens elsewhere! (meaning that one person's"
101257,"Κάτσε κώλο, κάνε αρόκα",Σκύρος,http://hdl.handle.net/20.500.11853/237473,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Keep your back straight, make a furrow. (meaning: take care of"
101225,Κάθεται ν' ανοίξ' τ' αυγά,Σκύρος,http://hdl.handle.net/20.500.11853/195271,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,You sit waiting for the egg to hatch. (Translation of Greek proverb)
102105,Τόνα τ' μυρζίζει τσαί τ' άλλο τ' βρωμά,Σκύρος,http://hdl.handle.net/20.500.11853/195116,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The one who grumbles at another's smell will soon be annoyed by their own
100795,από σβέρκο ψων' τσε!,Σκύρος,http://hdl.handle.net/20.500.11853/247745,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"From the shoulder, take a chicken. (meaning: to take something that is"
101901,Στα παλιά μ' παπουτσια!,Σκύρος,http://hdl.handle.net/20.500.11853/247596,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Wear old shoes on me! (meaning: take care of me, I"
101323,Κούρακας κουράκου μάτ' δε βγάνει,Σκύρος,http://hdl.handle.net/20.500.11853/237430,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,A crow crows but does not get up. (The crow is trying to
102119,"Του Μάη τα δροσίσματα, τ' Απρίλη τα μελτέμια",Σκύρος,http://hdl.handle.net/20.500.11853/247552,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"In May, the cool breezes, in April the gentle showers<|e"
100672,Άθρωπος για σκότωμα,Σκύρος,http://hdl.handle.net/20.500.11853/195173,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,A person for slaughter. (A person is for slaughter) This means that a
102208,Χόρτα όσα βρίστσεις τσαι μανιτάρζα όσα γνουρζίζεις!,Σκύρος,http://hdl.handle.net/20.500.11853/214400,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"As many carrots as you dig up, as many turnips you'll harvest."
101056,"Ένας γονιός, θρέβει δέκα παιδιά. Δέκα παιδιά δε θρέβ'νε ένα γονιό",Σκύρος,http://hdl.handle.net/20.500.11853/247791,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,A parent feeds ten children. Ten children do not feed a parent.  (
100805,Απόμ'νε κώλος,Σκύρος,http://hdl.handle.net/20.500.11853/237276,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,A hollowed out ball<|eot_id|>
100941,Δανεικά εν' τα λάχανα,Σκύρος,http://hdl.handle.net/20.500.11853/195549,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Borrowed vegetables are always eaten first. (The vegetables you borrow are the
101039,Έναι δα απ' τ'ν ίδια ακατζά,Σκύρος,http://hdl.handle.net/20.500.11853/195719,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"It's a bird's own fault. (If you do something stupid, it"
100915,Γιάννης τσερνά τσαι Γιάννης πίνει,Σκύρος,http://hdl.handle.net/20.500.11853/195467,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,John is a John and John drinks. (meaning: Everyone is a little bit
101074,Έπερε τα β' να,Σκύρος,http://hdl.handle.net/20.500.11853/195341,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Bring the second to me. (Idiomatic expression) Bring the second to
101716,Πάρα ολότελα καλή είν' τσ' η Παναγιώταινα,Σκύρος,http://hdl.handle.net/20.500.11853/214291,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Nothing is better than a good mother-in-law.  (Literally: """
102159,"Τρεις στα Γέννα, τρεις τα Φώτα τσ' έξη στην Ανάστασι",Σκύρος,http://hdl.handle.net/20.500.11853/195442,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Three at Christmas, three on Easter, six on Resurrection Sunday. (A"
101904,Στην ανυδρζά καλό εν' τσαι το χαλάζι,Σκύρος,http://hdl.handle.net/20.500.11853/214290,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"In a dry land, a good rain is welcome. (Greek Proverb)"
101819,"Σ' δόνει μια σταλιά, σα να τόβγαλ' απ' το μάτ' του!",Σκύρος,http://hdl.handle.net/20.500.11853/237604,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Don't take a drop from my cup, as if you're taking it from"
101647,"Όπου πολύ διαλέει, τ' αποδιαλόγια παίρνει",Σκύρος,http://hdl.handle.net/20.500.11853/195568,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Where there is much choosing, there is much regret. (Literally: Where"
100861,"Βαφτίζου τσαί μερώνου, άρα ζήσει τσαί μη ζήσει",Σκύρος,http://hdl.handle.net/20.500.11853/195313,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Burn one part, the whole will burn; if one part does not burn,"
101394,Με κώλο μ'λάς; πορδιές μαζών'ς,Σκύρος,http://hdl.handle.net/20.500.11853/237761,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,What do you have in your backside? Piles of gold. (This
101622,"Όγοιος τις νύχτες περπατεί, - λάσπες τσαί σκατά πατεί",Σκύρος,http://hdl.handle.net/20.500.11853/237716,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Whoever walks at night, - he treads on mud and dirt. ("
101150,Η Γιαλ'πού εκατό χρονού τσαί τ' αλ'πόπ'λο εκατό δέκα,Σκύρος,http://hdl.handle.net/20.500.11853/195090,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,A hundred years of a fisherman is worth ten years of a landlubber
101447,"Μόνε σ' αρέσει σένα, μένα μ' περ'σσεύει",Σκύρος,http://hdl.handle.net/20.500.11853/195231,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Only you like yourself, me you bore. (Translation of the Greek proverb)"
101426,"Μη λογιάζεις τα στραβά μ' ποδάρζα, λόαξε τ'ν ίσα μ' τ' Μέρα!",Σκύρος,http://hdl.handle.net/20.500.11853/237283,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Don't think of the wrong things in the morning, weigh the right ones with"
102181,Τσύλ'σε ο τζέτζερης τσ' εύρε το καπάτσι,Σκύρος,http://hdl.handle.net/20.500.11853/195366,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The shepherd will find the goat's cap. (The shepherd will find his lost
100666,Άθηναίοι τσαί Θηβαίοι – τσαί κατσοί Μυτιλ΄ναίοι άλλα λένε το βράδυ τσ΄ άλλα κάν΄νε τό ταχύ,Σκύρος,http://hdl.handle.net/20.500.11853/195040,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Athensians shout Thiva, shout, but at night they do something else"
102220,Ως να γυρζίσεις να δεις,Σκύρος,http://hdl.handle.net/20.500.11853/195529,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,As you turn to see<|eot_id|>Ως να γ
102057,"Το γονικό δε χάνεται, μ' αλήθεια 'ν' πως πληθαίνει, γιατί γεννιέτ' ολημερζίς πεθαίνει",Σκύρος,http://hdl.handle.net/20.500.11853/195501,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"A parent never dies, but rather multiplies because it is born whole and dies"
100800,Από τη Βόλιν έρχομαι τσαί στη ορφή κανέλλα,Σκύρος,http://hdl.handle.net/20.500.11853/195198,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"I come from Volin, but I am a pepper on the roof. ("
101748,"Πές αλεύρζι, ο τάδε σε γυρεύει",Σκύρος,http://hdl.handle.net/20.500.11853/195092,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Speak wheat, that one is looking for you. (The one looking for you"
102149,Τουτ' η φορεσιά έναι τ'ς Πέφτης,Σκύρος,http://hdl.handle.net/20.500.11853/247631,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,This is the dress of the Pefki (a region in Greece)<|
101574,Ο Χ'στός πρώτα βλόητσε τα γένεια του,Σκύρος,http://hdl.handle.net/20.500.11853/195439,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The one who first defiles his own family<|eot_id|>
101887,Σκορδοκαΐλα μ' έπιατσε,Σκύρος,http://hdl.handle.net/20.500.11853/247773,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Pungent peppers have caught me. (lit. ""Pungent peppers"
100895,Γίνη δα σή'ισμα μαγέλο!,Σκύρος,http://hdl.handle.net/20.500.11853/247547,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Don't make a great fuss about nothing! or Don't make a big deal
102156,Τρέχαν τα σάλια του,Σκύρος,http://hdl.handle.net/20.500.11853/247739,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,They were milking their goats. (A proverb that means to take advantage of
102130,Του τ'ν έσκατσε,Σκύρος,http://hdl.handle.net/20.500.11853/247760,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The snake has escaped. (a snake has escaped) <|eot_id
101436,Μιά πέτρα δέ βγάν' τ' άλευρο,Σκύρος,http://hdl.handle.net/20.500.11853/195635,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,A single stone cannot grind the flour<|eot_id|>
100757,"Αμαρτωλός έφα'ε τσαί ρζίγατσε, δίτσαιος έφα'ε τσ ευφράνθη!",Σκύρος,http://hdl.handle.net/20.500.11853/195136,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"A sinner eats and gets a headache, a saint eats and rejoices."
